name,city,county,state,zip,latitude,longitude,total_units,programs_and_designations,Sec8HCV,RuralSec515,Senior,LIHTC,PublicHsg,HOMEipp,Disabilities
Jefferson Square Apartments,Denver,Denver County,Colorado,80237,39.65025,-104.88904,64," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Jefferson Terrace,Denver,Denver County,Colorado,80211,39.75273,-105.02179,22," Section 202 Supportive Housing for the Elderly, Project-Based Rental Assistance, Senior (62+), Accessible Units",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Juan Diego Apartments,Denver,Denver County,Colorado,80211,39.75969,-105.01697,17," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Juanita Nolasco Residences,Denver,Denver County,Colorado,80204,39.73049,-105.04589,188," Section 8 Project-Based Rental Assistance, Section 42 Low-Income Housing Tax Credit (LIHTC), Project-Based Rental Assistance",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Kappa Towers,Denver,Denver County,Colorado,80205,39.74916,-104.97297,45," Section 202 Supportive Housing for the Elderly, Project-Based Rental Assistance, Senior (62+), Accessible Units",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Kavod Senior Life Housing East,Denver,Denver County,Colorado,80209,39.71573,-104.94824,160," Section 202 Supportive Housing for the Elderly, Project-Based Rental Assistance, Senior (62+), Accessible Units",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Kavod Senior Life Housing West,Denver,Denver County,Colorado,80209,39.71579,-104.94894,143," Section 8 Project-Based Rental Assistance, Project-Based Rental Assistance",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Kings Point Apartments,Denver,Denver County,Colorado,80236,39.65137,-105.03392,50," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
La Alma Family,Denver,Denver County,Colorado,80204,39.73798,-105.00055,34," Section 8 Project-Based Rental Assistance, Project-Based Rental Assistance",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
La Alma Family Homes,Denver,Denver County,Colorado,80204,39.73033,-104.99596,20," Section 8 Project-Based Rental Assistance, Project-Based Rental Assistance",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Lafayette Street Apartments,Denver,Denver County,Colorado,80205,39.76119,-104.97122,12," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Laradon Hall Society,Denver,Denver County,Colorado,80216,39.79017,-104.98579,6,HOME Investment Partnerships Program,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Liggins Towers,Denver,Denver County,Colorado,80207,39.76444,-104.92788,73," Section 8 Project-Based Rental Assistance, Section 42 Low-Income Housing Tax Credit (LIHTC), Project-Based Rental Assistance",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Lincoln Park,Denver,Denver County,Colorado,80204,39.73238,-105.00212,57," Section 8 Project-Based Rental Assistance, Project-Based Rental Assistance",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Lincoln Terrace,Denver,Denver County,Colorado,80203,39.72422,-104.98717,75," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Locust St Fourplexes,Denver,Denver County,Colorado,80222,39.67449,-104.91441,8,Public Housing,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Los Altos De Alameda,Denver,Denver County,Colorado,80219,39.71094,-105.05177,50," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Lowell Terrace,Denver,Denver County,Colorado,80236,39.63774,-105.03539,18," Section 811 Supportive Housing for Persons with Disabilities, Project-Based Rental Assistance, Accessible Units, Persons With Disabilities",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Maltese Cross Manor,Denver,Denver County,Colorado,80204,39.74181,-105.05034,158," Section 202 Supportive Housing for the Elderly, Project-Based Rental Assistance, Senior (62+), Accessible Units",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Maple,Denver,Denver County,Colorado,80205,NULL,NULL,83,Section 8 Project-Based Rental Assistance,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Marian Plaza,Denver,Denver County,Colorado,80218,39.74526,-104.97173,120," Section 202 Supportive Housing for the Elderly, Project-Based Rental Assistance, Senior (62+), Accessible Units",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"Martinez Park Villas, Ltd",Denver,Denver County,Colorado,80204,39.72973,-105.04557,24," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Mcxxxv Broadway Residences,Denver,Denver County,Colorado,80203,39.73434,-104.98749,96," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Mercantile Square,Denver,Denver County,Colorado,80202,39.7506,-105.00096,94," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Mile High United Way,Denver,Denver County,Colorado,80205,39.75816,-104.98617,10,HOME Investment Partnerships Program,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Montbello Manor,Denver,Denver County,Colorado,80239,39.77571,-104.83379,79," Section 202 Supportive Housing for the Elderly, HOME Investment Partnerships Program, Project-Based Rental Assistance, Senior (62+), Accessible Units",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Mount Loretto,Denver,Denver County,Colorado,80236,39.65946,-105.02658,70," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Mountain View,Denver,Denver County,Colorado,80219,39.69459,-105.02439,153," Section 8 Project-Based Rental Assistance, Project-Based Rental Assistance",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Mountain View Buchtel,Denver,Denver County,Colorado,80210,39.68132,-104.94338,133," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Mulroy Apartments,Denver,Denver County,Colorado,80204,39.73647,-105.03343,50," Section 42 Low-Income Housing Tax Credit (LIHTC), Public Housing, Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
N E Den Housing - Garfield,Denver,Denver County,Colorado,80206,39.73853,-104.94429,11,HOME Investment Partnerships Program,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Newsed Cdc La Villa De Barela,Denver,Denver County,Colorado,80204,39.73239,-104.99907,38,HOME Investment Partnerships Program,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
North Lincoln Rebuild,Denver,Denver County,Colorado,80204,39.73888,-105.0029,206,Public Housing,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Northeast Denver Housing Center,Denver,Denver County,Colorado,80205,39.758585,-104.96321,80,HOME Investment Partnerships Program,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Nueva Americiana,Denver,Denver County,Colorado,80211,39.76814,-105.00547,49," Section 8 Project-Based Rental Assistance, Project-Based Rental Assistance",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Off Broadway Lofts,Denver,Denver County,Colorado,80205,39.75131,-104.98647,81," Section 42 Low-Income Housing Tax Credit (LIHTC), HOME Investment Partnerships Program, Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
Ogden Street Apartments,Denver,Denver County,Colorado,80205,39.75431,-104.97424,22," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Olin Hotel Apartments,Denver,Denver County,Colorado,80203,39.73909,-104.98196,107," Section 8 Project-Based Rental Assistance, Project-Based Rental Assistance",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Our House,Denver,Denver County,Colorado,80219,39.67296,-105.01634,8," Section 811 Supportive Housing for Persons with Disabilities, Project-Based Rental Assistance, Accessible Units, Persons With Disabilities",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Pacific and Vallejo,Denver,Denver County,Colorado,80219,39.68957,-105.02401,25," Section 8 Project-Based Rental Assistance, Project-Based Rental Assistance",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Palacio Inca,Denver,Denver County,Colorado,80204,39.72972,-104.9975,12," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Paloma Villa I,Denver,Denver County,Colorado,80219,39.70433,-105.0419,44," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Paloma Villa II,Denver,Denver County,Colorado,80219,39.70716,-105.03866,36," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Paloma Villa IIi,Denver,Denver County,Colorado,80219,39.70465,-105.04257,50," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Park Avenue 4b,Denver,Denver County,Colorado,80205,39.74891,-104.98117,89," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Park Avenue 5b,Denver,Denver County,Colorado,80205,39.74882,-104.98013,89,Public Housing,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Park Avenue Phase 1b,Denver,Denver County,Colorado,80205,39.74954,-104.97827,124,Public Housing,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Park Avenue Phase 3b,Denver,Denver County,Colorado,80205,39.74974,-104.97993,91,Public Housing,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Park Avenue West Residences,Denver,Denver County,Colorado,80205,39.75287,-104.98513,122," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Park East House,Denver,Denver County,Colorado,80205,39.76387,-104.94415,20," Section 202 Supportive Housing for the Elderly, Project-Based Rental Assistance, Senior (62+), Accessible Units",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Parkside Apartments,Denver,Denver County,Colorado,80238,39.75054,-104.89801,68," Section 42 Low-Income Housing Tax Credit (LIHTC), HOME Investment Partnerships Program, Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
Pines,Denver,Denver County,Colorado,80205,39.74938,-104.97297,61," Section 8 Project-Based Rental Assistance, Project-Based Rental Assistance",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Pleasant Hill Villas Dba Nettie Moore Apartments,Denver,Denver County,Colorado,80204,39.73614,-105.04701,21," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Redi Anchor,Denver,Denver County,Colorado,80218,39.74105,-104.97126,16," Section 811 Supportive Housing for Persons with Disabilities, Project-Based Rental Assistance, Accessible Units, Persons With Disabilities",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Redi Corp I,Denver,Denver County,Colorado,80206,39.74104,-104.94968,5," Section 202 Supportive Housing for the Elderly, Project-Based Rental Assistance, Senior (62+), Accessible Units",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Redi Corp IIi,Denver,Denver County,Colorado,80203,39.73565,-104.98017,24," Section 202 Supportive Housing for the Elderly, Project-Based Rental Assistance, Senior (62+), Accessible Units",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Redi IV,Denver,Denver County,Colorado,80203,39.738,-104.97905,20," Section 202 Supportive Housing for the Elderly, Project-Based Rental Assistance, Senior (62+), Accessible Units",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Redi V,Denver,Denver County,Colorado,80220,39.74087,-104.92496,19," Section 202 Supportive Housing for the Elderly, Project-Based Rental Assistance, Senior (62+), Accessible Units",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Redi VI,Denver,Denver County,Colorado,80219,39.68307,-105.02806,17," Section 202 Supportive Housing for the Elderly, Project-Based Rental Assistance, Senior (62+), Accessible Units",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Renaissance at Civic Center Apartments,Denver,Denver County,Colorado,80202,39.74219,-104.98649,216," Section 42 Low-Income Housing Tax Credit (LIHTC), HOME Investment Partnerships Program, Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
Renaissance at Lowry Boulevard,Denver,Denver County,Colorado,0,39.725454,-104.877451,120," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Renaissance at Uptown Lofts,Denver,Denver County,Colorado,80203,39.74011,-104.98036,99," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Residence at Franklin Park,Denver,Denver County,Colorado,80218,39.74138,-104.9687,91," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Residences at Franklin Park,Denver,Denver County,Colorado,80218,39.7407,-104.96885,92," Section 8 Project-Based Rental Assistance, Project-Based Rental Assistance",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Residences at University Hills,Denver,Denver County,Colorado,80222,39.67349,-104.9105,101," Senior (62+), Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
Residencies at Capitol Heights,Denver,Denver County,Colorado,80203,39.73794,-104.98321,145," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Rio De Esperanza,Denver,Denver County,Colorado,80223,39.69284,-105.00441,10," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Rio Grande Building,Denver,Denver County,Colorado,80202,39.74558,-104.99391,69," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Rocky Mountain Housing Development Corp,Denver,Denver County,Colorado,80223,39.69131,-104.99242,60,HOME Investment Partnerships Program,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Ruby Hill Residences,Denver,Denver County,Colorado,80223,NULL,NULL,114," Section 42 Low-Income Housing Tax Credit (LIHTC), Section 8 Project-Based Rental Assistance, Accepts VASH Vouchers, Project-Based Rental Assistance",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Sabin Group I,Denver,Denver County,Colorado,80222,39.6885,-104.93913,19," Section 811 Supportive Housing for Persons with Disabilities, Project-Based Rental Assistance, Accessible Units, Persons With Disabilities",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Sable Ridge,Denver,Denver County,Colorado,80220,39.733659,-104.916533,61,HOME Investment Partnerships Program,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Sable Ridge Seniors Apartments,Denver,Denver County,Colorado,80239,39.77325,-104.81187,61," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
September House,Denver,Denver County,Colorado,80223,39.69664,-105.01558,8," Section 202 Supportive Housing for the Elderly, Project-Based Rental Assistance, Senior (62+), Accessible Units",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Servicios Housing,Denver,Denver County,Colorado,80211,39.78024,-105.01011,20," Section 202 Supportive Housing for the Elderly, Project-Based Rental Assistance, Senior (62+), Accessible Units",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Sheridan Glen Housing,Denver,Denver County,Colorado,80212,39.79056,-105.05508,100," Section 202 Supportive Housing for the Elderly, Project-Based Rental Assistance, Senior (62+), Accessible Units",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Shorter Arms Apartments,Denver,Denver County,Colorado,80205,39.74973,-104.97301,41," Section 8 Project-Based Rental Assistance, Project-Based Rental Assistance",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Shoshone Senior Residences,Denver,Denver County,Colorado,80211,39.77985,-105.00964,34," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Sisters of St Francis Foundation,Denver,Denver County,Colorado,80221,39.79385,-105.02202,138,HOME Investment Partnerships Program,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
South Lincoln Park,Denver,Denver County,Colorado,80204,39.7336,-105.00348,232,Public Housing,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
South Oneida Club Apartments,Denver,Denver County,Colorado,80224,39.69774,-104.90726,112," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Springbrook Apartments,Denver,Denver County,Colorado,80229,39.83862,-104.96235,120," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
St Martin Plaza,Denver,Denver County,Colorado,80205,39.76428,-104.97178,50," Section 202 Supportive Housing for the Elderly, Project-Based Rental Assistance, Senior (62+), Accessible Units",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Studebaker Bldg,Denver,Denver County,Colorado,80202,39.74987,-105.00017,33," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Sun Valley Homes,Denver,Denver County,Colorado,80204,39.73378,-105.02418,333,Public Housing,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Sunset Park Apartments,Denver,Denver County,Colorado,80202,39.751729,-104.994669,242," Section 8 Project-Based Rental Assistance, Project-Based Rental Assistance",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Sunset Towers,Denver,Denver County,Colorado,80202,39.752669,-104.993445,100," Section 202 Supportive Housing for the Elderly, Project-Based Rental Assistance, Senior (62+), Accessible Units",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Syracuse Plaza,Denver,Denver County,Colorado,80237,39.63825,-104.90001,184," Section 8 Project-Based Rental Assistance, Section 42 Low-Income Housing Tax Credit (LIHTC), Project-Based Rental Assistance",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Tallmadge Boyer Block,Denver,Denver County,Colorado,80211,39.7591,-105.01544,28," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
The Bank Lofts,Denver,Denver County,Colorado,80202,39.74694,-104.99193,117," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
The Gardens of Hope Communities,Denver,Denver County,Colorado,80207,NULL,NULL,NULL," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
The Towers at Speer Apartments,Denver,Denver County,Colorado,80204,39.73622,-104.99759,172," Section 8 Project-Based Rental Assistance, Project-Based Rental Assistance",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Thomas Bean Towers,Denver,Denver County,Colorado,80205,39.74821,-104.9799,189," Section 42 Low-Income Housing Tax Credit (LIHTC), Public Housing, Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
Trees II Apartments,Denver,Denver County,Colorado,80209,39.70922,-104.98142,147," Section 8 Project-Based Rental Assistance, Project-Based Rental Assistance",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Trocadero Apartments at Highlands Garden Village,Denver,Denver County,Colorado,80212,39.7678,-105.04752,74," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
